Year,Country,Incidence,Deaths,Confirmed Cases,Total Population,Region,Global South,GDPpcPPP,AverageTemperature
2013-01-01,Afghanistan,9.01,24.0,39263.0,32269589.0,Asia & Pacific,Global South,2015.514962,16.533625
2012-01-01,Afghanistan,11.15,36.0,54840.0,31161376.0,Asia & Pacific,Global South,1914.774351,14.481583333333333
2011-01-01,Afghanistan,18.87,40.0,77549.0,30117413.0,Asia & Pacific,Global South,1699.487997,15.517999999999999
2010-01-01,Afghanistan,15.11,22.0,69397.0,29185507.0,Asia & Pacific,Global South,1710.575645,15.828666666666669
2009-01-01,Afghanistan,14.77,32.0,64880.0,28394813.0,Asia & Pacific,Global South,1519.692548,15.257749999999996
2008-01-01,Afghanistan,17.84,46.0,81574.0,27722276.0,Asia & Pacific,Global South,1272.573204,15.216500000000002
2007-01-01,Afghanistan,21.55,25.0,92202.0,27100536.0,Asia & Pacific,Global South,1228.704135,15.106166666666669
2006-01-01,Afghanistan,20.53,,86129.0,26433049.0,Asia & Pacific,Global South,1077.761907,15.595583333333332
2005-01-01,Afghanistan,27.08,0.0,116444.0,25654277.0,Asia & Pacific,Global South,1023.05163,14.979999999999999
2004-01-01,Afghanistan,37.64,,242022.0,24726684.0,Asia & Pacific,Global South,925.4416162,15.77091666666667
2003-01-01,Afghanistan,68.41,,360940.0,23680871.0,Asia & Pacific,Global South,927.8575479,14.916000000000002
2002-01-01,Afghanistan,104.01,,415356.0,22600770.0,Asia & Pacific,Global South,877.0144235,15.537666666666668
2001-01-01,Afghanistan,91.89,,50850.0,21606988.0,Asia & Pacific,Global South,,15.778083333333333
2000-01-01,Afghanistan,95.54,,94475.0,20779953.0,Asia & Pacific,Global South,,15.497833333333334
2013-01-01,Algeria,0.0,0.0,8.0,38140132.0,Arab States,Global South,13056.80362,25.1215
2012-01-01,Algeria,0.03,0.0,55.0,37383887.0,Arab States,Global South,13303.33179,23.95483333333333
2011-01-01,Algeria,0.0,0.0,1.0,36661444.0,Arab States,Global South,13500.04166,24.144166666666667
2010-01-01,Algeria,0.0,1.0,1.0,35977455.0,Arab States,Global South,13095.44682,25.21566666666666
2009-01-01,Algeria,0.0,0.0,0.0,35333881.0,Arab States,Global South,12722.37818,24.154333333333337
2008-01-01,Algeria,0.0,0.0,3.0,34730608.0,Arab States,Global South,12643.14916,23.95025
2007-01-01,Algeria,0.01,,288.0,34166972.0,Arab States,Global South,12311.03903,24.06533333333334
2006-01-01,Algeria,0.0,,117.0,33641002.0,Arab States,Global South,11776.04135,24.200833333333335
2005-01-01,Algeria,0.0,,299.0,33149724.0,Arab States,Global South,11405.64036,24.222583333333333
2004-01-01,Algeria,0.0,,163.0,32692163.0,Arab States,Global South,10591.03422,23.916000000000007
2003-01-01,Algeria,0.0,,427.0,32264157.0,Arab States,Global South,10019.35783,24.393666666666665
2002-01-01,Algeria,0.01,,307.0,31855109.0,Arab States,Global South,9293.836798,24.263000000000005
2001-01-01,Algeria,0.0,1.0,435.0,31451514.0,Arab States,Global South,8775.117026,24.724416666666666
2000-01-01,Algeria,0.02,2.0,541.0,31042235.0,Arab States,Global South,8446.587979,24.032249999999994
2013-01-01,Angola,180.9,7300.0,1999868.0,26015780.0,Africa,Global South,7682.477158,22.507875000000002
2012-01-01,Angola,174.43,5736.0,1496834.0,25107931.0,Africa,Global South,7412.965263,22.123333333333335
2011-01-01,Angola,175.99,6909.0,1632282.0,24220661.0,Africa,Global South,6710.750346,22.029666666666667
2010-01-01,Angola,185.52,8114.0,1682870.0,23356246.0,Africa,Global South,6587.987221,22.6815
2009-01-01,Angola,204.35,10530.0,1573422.0,22514281.0,Africa,Global South,6470.67352,22.3165
2008-01-01,Angola,241.19,9465.0,1377992.0,21695634.0,Africa,Global South,6607.292243,22.287333333333333
2007-01-01,Angola,286.72,9812.0,1533485.0,20905363.0,Africa,Global South,6050.609686,22.42708333333334
2006-01-01,Angola,313.81,10220.0,1082398.0,20149901.0,Africa,Global South,5362.020907,21.947083333333335
2005-01-01,Angola,323.69,13768.0,889572.0,19433602.0,Africa,Global South,4837.710325,22.96608333333333
2004-01-01,Angola,319.66,12459.0,,18758145.0,Africa,Global South,4225.46635,22.57283333333333
2003-01-01,Angola,315.35,38598.0,,18121479.0,Africa,Global South,3838.794629,23.06658333333333
2002-01-01,Angola,312.3,14434.0,,17519417.0,Africa,Global South,3785.150538,22.9255
2001-01-01,Angola,328.28,9473.0,,16945753.0,Africa,Global South,3389.196967,22.502916666666668
2000-01-01,Angola,324.44,9510.0,,16395473.0,Africa,Global South,3289.410352,22.360666666666663
2013-01-01,Argentina,0.0,0.0,0.0,42202935.0,South/Latin America,Global South,20131.68042,14.457124999999998
2012-01-01,Argentina,0.0,0.0,0.0,41733271.0,South/Latin America,Global South,19641.35286,15.688999999999998
2011-01-01,Argentina,0.0,0.0,0.0,41261490.0,South/Latin America,Global South,19322.22712,15.339666666666668
2010-01-01,Argentina,0.07,0.0,14.0,40788453.0,South/Latin America,Global South,18061.93436,15.078833333333334
2009-01-01,Argentina,0.42,0.0,86.0,40482788.0,South/Latin America,Global South,16334.74001,15.534416666666667
2008-01-01,Argentina,0.65,0.0,130.0,40080160.0,South/Latin America,Global South,17404.06871,15.475999999999999
2007-01-01,Argentina,1.95,0.0,387.0,39684295.0,South/Latin America,Global South,16570.01117,14.628083333333336
2006-01-01,Argentina,1.08,0.0,212.0,39289878.0,South/Latin America,Global South,14951.72819,15.561083333333334
2005-01-01,Argentina,1.3,0.0,252.0,38892931.0,South/Latin America,Global South,13568.76676,15.112833333333334
2004-01-01,Argentina,0.6,0.0,115.0,38491972.0,South/Latin America,Global South,12214.74008,15.442166666666667
2003-01-01,Argentina,0.64,1.0,122.0,38087868.0,South/Latin America,Global South,11025.18552,15.518333333333336
2002-01-01,Argentina,0.66,0.0,125.0,37681749.0,South/Latin America,Global South,10052.48666,15.183750000000003
2001-01-01,Argentina,1.15,0.0,215.0,37275652.0,South/Latin America,Global South,11226.87734,15.370416666666666
2000-01-01,Argentina,2.39,0.0,440.0,36870787.0,South/Latin America,Global South,11618.79607,14.7505
2013-01-01,Armenia,0.0,0.0,0.0,2897584.0,Europe,Global North,9835.833011,11.34375
2012-01-01,Armenia,0.0,0.0,0.0,2884229.0,Europe,Global North,9364.407767,10.35075
2011-01-01,Armenia,0.0,0.0,0.0,2876538.0,Europe,Global North,8025.452905,9.136000000000001
2010-01-01,Armenia,0.0,0.0,0.0,2877319.0,Europe,Global North,7506.308865,11.509500000000003
2009-01-01,Armenia,0.0,0.0,0.0,2888092.0,Europe,Global North,7233.044937,9.842083333333333
2008-01-01,Armenia,0.0,0.0,0.0,2907618.0,Europe,Global North,8300.483424,9.706750000000001
2007-01-01,Armenia,0.0,0.0,0.0,2932618.0,Europe,Global North,7551.63591,9.53525
2006-01-01,Armenia,0.0,0.0,0.0,2958307.0,Europe,Global North,6411.806636,10.053500000000001
2005-01-01,Armenia,0.0,0.0,7.0,2981269.0,Europe,Global North,5455.422185,9.735416666666667
2004-01-01,Armenia,0.02,0.0,47.0,3000720.0,Europe,Global North,4614.862114,9.720166666666668
2003-01-01,Armenia,0.01,0.0,29.0,3017932.0,Europe,Global North,4043.663101,9.423083333333334
2002-01-01,Armenia,0.02,0.0,52.0,3033978.0,Europe,Global North,3463.98378,9.604999999999999
2001-01-01,Armenia,0.03,0.0,79.0,3050687.0,Europe,Global North,2995.907863,10.443416666666666
2000-01-01,Armenia,0.05,0.0,141.0,3069591.0,Europe,Global North,2658.349518,9.918166666666666
2013-01-01,Azerbaijan,0.0,0.0,0.0,9416801.0,Asia & Pacific,Global North,17188.94551,14.173875
2012-01-01,Azerbaijan,0.01,0.0,3.0,9295784.0,Asia & Pacific,Global North,15957.71885,13.08675
2011-01-01,Azerbaijan,0.02,0.0,4.0,9173082.0,Asia & Pacific,Global North,14804.57445,11.808666666666666
2010-01-01,Azerbaijan,0.24,0.0,50.0,9054332.0,Asia & Pacific,Global North,14926.63764,13.962666666666665
2009-01-01,Azerbaijan,0.38,0.0,78.0,8947243.0,Asia & Pacific,Global North,14248.89246,12.611666666666665
2008-01-01,Azerbaijan,0.35,0.0,72.0,8763400.0,Asia & Pacific,Global North,13200.94071,12.365499999999999
2007-01-01,Azerbaijan,0.54,0.0,108.0,8581300.0,Asia & Pacific,Global North,11957.39117,12.51483333333333
2006-01-01,Azerbaijan,0.72,0.0,143.0,8484550.0,Asia & Pacific,Global North,9387.109349,12.71225
2005-01-01,Azerbaijan,1.23,0.0,242.0,8391850.0,Asia & Pacific,Global North,6850.813019,12.687249999999999
2004-01-01,Azerbaijan,1.99,0.0,386.0,8306500.0,Asia & Pacific,Global North,5245.425251,12.6195
2003-01-01,Azerbaijan,2.51,0.0,482.0,8234100.0,Asia & Pacific,Global North,4716.377612,11.984749999999998
2002-01-01,Azerbaijan,2.66,0.0,506.0,8171950.0,Asia & Pacific,Global North,4233.440064,12.432250000000002
2001-01-01,Azerbaijan,5.61,0.0,1058.0,8111200.0,Asia & Pacific,Global North,3836.599591,13.09725
2000-01-01,Azerbaijan,8.17,0.0,1526.0,8048600.0,Asia & Pacific,Global North,3442.631932,12.632
2013-01-01,Bangladesh,1.54,15.0,3864.0,152764676.0,Asia & Pacific,Global South,3143.518357,25.9675
2012-01-01,Bangladesh,2.2,11.0,9901.0,151007807.0,Asia & Pacific,Global South,2937.588452,25.533583333333336
2011-01-01,Bangladesh,3.95,36.0,51773.0,149273778.0,Asia & Pacific,Global South,2620.822484,25.205083333333334
2010-01-01,Bangladesh,4.33,37.0,55873.0,147575430.0,Asia & Pacific,Global South,2439.069677,25.94033333333333
2009-01-01,Bangladesh,8.17,47.0,63873.0,145924797.0,Asia & Pacific,Global South,2309.563606,25.904916666666665
2008-01-01,Bangladesh,7.8,154.0,84690.0,144304167.0,Asia & Pacific,Global South,2206.510325,25.3895
2007-01-01,Bangladesh,4.89,228.0,59866.0,142660376.0,Asia & Pacific,Global South,2065.154846,25.34375
2006-01-01,Bangladesh,4.52,508.0,32857.0,140921167.0,Asia & Pacific,Global South,1901.716525,25.76566666666667
2005-01-01,Bangladesh,6.05,501.0,48121.0,139035505.0,Asia & Pacific,Global South,1753.874608,25.532
2004-01-01,Bangladesh,6.24,505.0,58894.0,136986432.0,Asia & Pacific,Global South,1620.425018,25.38633333333333
2003-01-01,Bangladesh,6.44,574.0,54654.0,134791603.0,Asia & Pacific,Global South,1523.797422,25.280833333333334
2002-01-01,Bangladesh,6.67,598.0,62269.0,132478086.0,Asia & Pacific,Global South,1453.262159,25.38033333333334
2001-01-01,Bangladesh,6.91,470.0,54216.0,130088702.0,Asia & Pacific,Global South,1403.126294,25.337
2000-01-01,Bangladesh,7.18,484.0,55599.0,127657854.0,Asia & Pacific,Global South,1331.548512,25.150166666666664
2013-01-01,Belize,0.08,0.0,20.0,345715.0,South/Latin America,Global South,7226.994831,26.21333333333333
2012-01-01,Belize,0.14,0.0,33.0,338000.0,South/Latin America,Global South,7272.870015,25.73441666666667
2011-01-01,Belize,0.32,0.0,72.0,330237.0,South/Latin America,Global South,7684.817622,25.84275
2010-01-01,Belize,0.67,0.0,150.0,322464.0,South/Latin America,Global South,7563.650165,25.50233333333333
2009-01-01,Belize,1.18,0.0,256.0,314655.0,South/Latin America,Global South,7438.782181,25.907749999999997
2008-01-01,Belize,2.55,0.0,540.0,306823.0,South/Latin America,Global South,7554.36672,25.524666666666665
2007-01-01,Belize,4.1,0.0,845.0,299025.0,South/Latin America,Global South,7347.241952,25.85875
2006-01-01,Belize,4.2,1.0,844.0,291329.0,South/Latin America,Global South,7306.761966,25.7085
2005-01-01,Belize,7.91,0.0,1549.0,283800.0,South/Latin America,Global South,6945.573759,25.919
2004-01-01,Belize,5.6,1.0,1066.0,276504.0,South/Latin America,Global South,6781.13341,25.744083333333332
2003-01-01,Belize,5.83,,1084.0,269425.0,South/Latin America,Global South,6467.241001,25.865333333333336
2002-01-01,Belize,6.26,0.0,1134.0,262378.0,South/Latin America,Global South,5963.246212,25.787333333333336
2001-01-01,Belize,6.6,0.0,1162.0,255063.0,South/Latin America,Global South,5766.020231,25.52391666666667
2000-01-01,Belize,8.71,0.0,1486.0,247315.0,South/Latin America,Global South,5558.486449,25.284999999999997
2013-01-01,Benin,395.0,2288.0,1078834.0,10004588.0,Africa,Global South,2669.689821,28.160624999999996
2012-01-01,Benin,378.03,2261.0,705839.0,9729248.0,Africa,Global South,2498.497313,27.751833333333337
2011-01-01,Benin,370.11,1753.0,422968.0,9460830.0,Africa,Global South,2416.327107,28.06116666666667
2010-01-01,Benin,387.76,964.0,,9199259.0,Africa,Global South,2364.118351,28.325583333333338
2009-01-01,Benin,417.96,1375.0,889597.0,8944708.0,Africa,Global South,2353.634208,28.15608333333333
2008-01-01,Benin,453.17,918.0,,8696921.0,Africa,Global South,2347.922705,27.690916666666666
2007-01-01,Benin,480.24,1290.0,,8454793.0,Africa,Global South,2258.491879,28.0705
2006-01-01,Benin,492.73,1226.0,,8216897.0,Africa,Global South,2135.262731,28.144333333333336
2005-01-01,Benin,487.04,322.0,,7982225.0,Africa,Global South,2052.528339,28.153333333333332
2004-01-01,Benin,475.38,944.0,,7750004.0,Africa,Global South,2015.637506,27.872
2003-01-01,Benin,454.31,560.0,,7520555.0,Africa,Global South,1936.88123,27.964583333333334
2002-01-01,Benin,435.07,707.0,,7295394.0,Africa,Global South,1895.00044,27.819500000000005
2001-01-01,Benin,428.66,468.0,,7076733.0,Africa,Global South,1837.804034,27.67583333333333
2000-01-01,Benin,410.94,,,6865951.0,Africa,Global South,1759.719075,27.63766666666666
2013-01-01,Bhutan,0.03,0.0,15.0,710238.0,Asia & Pacific,Global South,7989.655431,13.331374999999998
2012-01-01,Bhutan,0.16,1.0,,701583.0,Asia & Pacific,Global South,7912.133367,12.27975
2011-01-01,Bhutan,0.44,1.0,194.0,693298.0,Asia & Pacific,Global South,7295.842805,12.400250000000002
2010-01-01,Bhutan,1.04,2.0,436.0,685503.0,Asia & Pacific,Global South,6693.506148,12.947250000000002
2009-01-01,Bhutan,1.94,4.0,972.0,678323.0,Asia & Pacific,Global South,5972.923402,13.114749999999999
2008-01-01,Bhutan,0.66,2.0,329.0,671613.0,Asia & Pacific,Global South,5608.477759,12.456333333333333
2007-01-01,Bhutan,1.61,2.0,793.0,664876.0,Asia & Pacific,Global South,5302.710294,12.6995
2006-01-01,Bhutan,3.84,7.0,1868.0,657410.0,Asia & Pacific,Global South,4412.469786,12.854
2005-01-01,Bhutan,3.8,5.0,1825.0,648739.0,Asia & Pacific,Global South,4056.183814,12.445916666666667
2004-01-01,Bhutan,5.65,7.0,2670.0,638815.0,Asia & Pacific,Global South,3723.426756,12.208083333333333
2003-01-01,Bhutan,8.19,14.0,3806.0,627839.0,Asia & Pacific,Global South,3480.089714,12.23258333333333
2002-01-01,Bhutan,14.28,11.0,6511.0,616018.0,Asia & Pacific,Global South,3229.545528,12.180333333333332
2001-01-01,Bhutan,13.39,14.0,5982.0,603640.0,Asia & Pacific,Global South,2923.130991,12.425749999999999
2000-01-01,Bhutan,13.57,15.0,5935.0,591021.0,Asia & Pacific,Global South,2696.346456,11.998416666666666
2013-01-01,Botswana,0.53,7.0,456.0,2062536.0,Africa,Global South,14707.70192,21.82575
2012-01-01,Botswana,0.22,3.0,193.0,2039551.0,Africa,Global South,13590.51553,22.400083333333328
2011-01-01,Botswana,0.51,8.0,432.0,2015402.0,Africa,Global South,14252.71305,21.95508333333333
2010-01-01,Botswana,1.69,8.0,1046.0,1987105.0,Africa,Global South,13352.29465,22.730166666666662
2009-01-01,Botswana,2.1,6.0,1024.0,1953498.0,Africa,Global South,12366.53503,22.139750000000003
2008-01-01,Botswana,1.93,12.0,927.0,1915639.0,Africa,Global South,13552.61215,22.311166666666665
2007-01-01,Botswana,1.03,6.0,390.0,1875459.0,Africa,Global South,12780.63187,22.400500000000005
2006-01-01,Botswana,4.01,40.0,2548.0,1835908.0,Africa,Global South,11742.51983,21.804000000000002
2005-01-01,Botswana,1.25,11.0,670.0,1799078.0,Africa,Global South,10733.21952,23.36883333333333
2004-01-01,Botswana,1.04,19.0,198.0,1765527.0,Africa,Global South,10144.54086,22.346083333333336
2003-01-01,Botswana,1.63,18.0,591.0,1734398.0,Africa,Global South,9790.963335,23.395166666666668
2002-01-01,Botswana,3.28,23.0,1640.0,1704642.0,Africa,Global South,9347.824104,22.98566666666667
2001-01-01,Botswana,7.03,29.0,3720.0,1674678.0,Africa,Global South,8830.921156,22.3505
2000-01-01,Botswana,17.88,,10510.0,1643334.0,Africa,Global South,8784.188731,21.872333333333334
2013-01-01,Brazil,4.82,40.0,168862.0,201035903.0,South/Latin America,Global South,15588.72621,25.348125
2012-01-01,Brazil,6.38,60.0,242758.0,199287296.0,South/Latin America,Global South,15046.28988,25.717083333333335
2011-01-01,Brazil,7.08,70.0,267146.0,197514534.0,South/Latin America,Global South,15040.05818,25.428916666666662
2010-01-01,Brazil,9.81,76.0,334483.0,195713635.0,South/Latin America,Global South,14299.5517,25.812416666666667
2009-01-01,Brazil,8.36,85.0,309316.0,193886508.0,South/Latin America,Global South,13269.11857,25.60058333333333
2008-01-01,Brazil,8.61,68.0,315746.0,192030362.0,South/Latin America,Global South,13312.76342,25.41033333333333
2007-01-01,Brazil,13.85,93.0,458652.0,190130443.0,South/Latin America,Global South,12549.92798,25.668000000000003
2006-01-01,Brazil,15.29,110.0,549469.0,188167356.0,South/Latin America,Global South,11642.44395,25.516999999999996
2005-01-01,Brazil,17.42,123.0,606067.0,186127103.0,South/Latin America,Global South,10988.95868,25.806
2004-01-01,Brazil,13.83,102.0,465004.0,184006481.0,South/Latin America,Global South,10445.34451,25.496499999999997
2003-01-01,Brazil,12.62,104.0,408886.0,181809246.0,South/Latin America,Global South,9733.770816,25.621
2002-01-01,Brazil,11.17,95.0,348259.0,179537520.0,South/Latin America,Global South,9568.063848,25.80033333333333
2001-01-01,Brazil,12.99,142.0,388303.0,177196054.0,South/Latin America,Global South,9260.765959,25.50441666666667
2000-01-01,Brazil,21.44,245.0,613241.0,174790340.0,South/Latin America,Global South,9060.7864,25.1965
2013-01-01,Burkina Faso,487.52,6294.0,3769051.0,17072775.0,Africa,Global South,1683.107411,29.3855
2012-01-01,Burkina Faso,527.54,7963.0,3858046.0,16571246.0,Africa,Global South,1619.400012,28.63
2011-01-01,Burkina Faso,539.56,7001.0,428113.0,16081911.0,Africa,Global South,1586.571556,29.060666666666663
2010-01-01,Burkina Faso,551.24,9024.0,804539.0,15605217.0,Africa,Global South,1502.10347,29.288750000000007
2009-01-01,Burkina Faso,552.03,7982.0,182527.0,15141098.0,Africa,Global South,1411.127528,29.082999999999995
2008-01-01,Burkina Faso,533.39,7834.0,36514.0,14689725.0,Africa,Global South,1401.957727,28.48958333333334
2007-01-01,Burkina Faso,503.8,6472.0,44246.0,14252021.0,Africa,Global South,1339.738401,28.983249999999998
2006-01-01,Burkina Faso,493.78,8083.0,44265.0,13829176.0,Africa,Global South,1291.485516,28.92025
2005-01-01,Burkina Faso,506.78,5224.0,21335.0,13421930.0,Africa,Global South,1215.573711,29.238333333333326
2004-01-01,Burkina Faso,537.01,4205.0,18256.0,13030569.0,Africa,Global South,1117.465432,28.989166666666666
2003-01-01,Burkina Faso,566.27,4860.0,,12654621.0,Africa,Global South,1072.46739,28.8835
2002-01-01,Burkina Faso,580.57,4032.0,,12293100.0,Africa,Global South,1005.429745,28.978166666666667
2001-01-01,Burkina Faso,588.45,4233.0,,11944587.0,Africa,Global South,976.1610427,28.732166666666668
2000-01-01,Burkina Faso,589.33,,,11607942.0,Africa,Global South,921.9398916,28.591416666666664
2013-01-01,Burundi,140.59,3411.0,4141387.0,9540289.0,Africa,Global South,740.9842308,20.86275
2012-01-01,Burundi,153.93,2263.0,2151076.0,9245988.0,Africa,Global South,690.6881405,20.75425
2011-01-01,Burundi,184.15,2233.0,1571874.0,8958406.0,Africa,Global South,681.9716213,20.545916666666667
2010-01-01,Burundi,210.2,2677.0,1763447.0,8675602.0,Africa,Global South,663.0547952,21.068749999999998
2009-01-01,Burundi,220.65,1183.0,1185622.0,8397668.0,Africa,Global South,644.1046373,20.76425
2008-01-01,Burundi,222.77,595.0,876741.0,8126102.0,Africa,Global South,636.3321807,20.567916666666665
2007-01-01,Burundi,222.92,167.0,1101644.0,7862214.0,Africa,Global South,615.2304987,20.580916666666667
2006-01-01,Burundi,235.68,434.0,791731.0,7607849.0,Africa,Global South,598.5076762,21.066333333333333
2005-01-01,Burundi,262.05,776.0,327464.0,7364862.0,Africa,Global South,569.2745852,21.442166666666665
2004-01-01,Burundi,307.77,689.0,363395.0,7131693.0,Africa,Global South,565.0423505,20.960416666666667
2003-01-01,Burundi,355.74,425.0,353459.0,6909154.0,Africa,Global South,541.7644683,20.93133333333333
2002-01-01,Burundi,391.07,483.0,327138.0,6704113.0,Africa,Global South,554.9452616,20.74983333333333
2001-01-01,Burundi,431.24,417.0,312015.0,6525545.0,Africa,Global South,537.3595435,20.510333333333335
2000-01-01,Burundi,442.66,691.0,308095.0,6378871.0,Africa,Global South,527.0808747,20.59583333333333
2013-01-01,Cambodia,15.89,12.0,21309.0,15026332.0,Asia & Pacific,Global South,3045.590555,28.259624999999996
2012-01-01,Cambodia,24.88,45.0,40476.0,14780454.0,Asia & Pacific,Global South,2868.737515,27.806249999999995
2011-01-01,Cambodia,35.79,94.0,57423.0,14541423.0,Asia & Pacific,Global South,2611.30599,27.003500000000003
2010-01-01,Cambodia,34.91,151.0,49356.0,14312212.0,Asia & Pacific,Global South,2427.243314,27.875249999999998
2009-01-01,Cambodia,42.77,279.0,64595.0,14093604.0,Asia & Pacific,Global South,2299.387048,27.252750000000002
2008-01-01,Cambodia,21.89,209.0,42124.0,13883834.0,Asia & Pacific,Global South,2314.462178,26.897083333333338
2007-01-01,Cambodia,19.76,241.0,42518.0,13679962.0,Asia & Pacific,Global South,2159.623189,27.241833333333336
2006-01-01,Cambodia,45.95,396.0,78696.0,13477709.0,Asia & Pacific,Global South,1936.882326,27.413916666666665
2005-01-01,Cambodia,41.41,296.0,49436.0,13273354.0,Asia & Pacific,Global South,1723.314447,27.39
2004-01-01,Cambodia,43.62,382.0,59745.0,13066469.0,Asia & Pacific,Global South,1499.086925,27.17941666666667
2003-01-01,Cambodia,51.13,492.0,71265.0,12856163.0,Asia & Pacific,Global South,1344.624804,27.29941666666667
2002-01-01,Cambodia,39.05,457.0,46902.0,12637727.0,Asia & Pacific,Global South,1237.652993,27.55541666666667
2001-01-01,Cambodia,44.3,476.0,53601.0,12405408.0,Asia & Pacific,Global South,1164.580927,27.245833333333334
2000-01-01,Cambodia,77.84,608.0,62442.0,12155239.0,Asia & Pacific,Global South,1082.434339,27.05716666666667
2013-01-01,Cameroon,243.04,4349.0,26651.0,22077298.0,Africa,Global South,3002.610781,25.307624999999994
2012-01-01,Cameroon,245.13,3209.0,,21485266.0,Africa,Global South,2855.446156,24.877
2011-01-01,Cameroon,265.1,3808.0,15212.0,20906388.0,Africa,Global South,2773.896667,24.87658333333333
2010-01-01,Cameroon,295.53,4536.0,,20341241.0,Africa,Global South,2681.886817,25.46475
2009-01-01,Cameroon,322.98,4943.0,,19789919.0,Africa,Global South,2634.677417,25.40733333333333
2008-01-01,Cameroon,358.72,7673.0,,19252666.0,Africa,Global South,2629.886965,25.121083333333335
2007-01-01,Cameroon,386.68,1811.0,,18730282.0,Africa,Global South,2562.26354,25.209833333333336
2006-01-01,Cameroon,403.13,930.0,,18223674.0,Africa,Global South,2444.753943,25.293416666666662
2005-01-01,Cameroon,412.07,836.0,,17733410.0,Africa,Global South,2357.048117,25.26783333333333
2004-01-01,Cameroon,411.64,,,17259322.0,Africa,Global South,2302.116144,25.17083333333333
2003-01-01,Cameroon,394.6,,,16800865.0,Africa,Global South,2156.691396,25.01233333333333
2002-01-01,Cameroon,383.4,,,16357602.0,Africa,Global South,2079.760209,24.95025
2001-01-01,Cameroon,387.01,,,15928910.0,Africa,Global South,2017.011365,24.65191666666667
2000-01-01,Cameroon,386.33,,,15513945.0,Africa,Global South,1941.697129,24.613
2013-01-01,Central African Republic,406.82,1026.0,116300.0,4447942.0,Africa,Global South,738.4753903,26.210875
2012-01-01,Central African Republic,413.09,1442.0,46759.0,4436415.0,Africa,Global South,1102.026532,25.639499999999998
2011-01-01,Central African Republic,419.33,858.0,,4418636.0,Africa,Global South,1012.658089,25.63875
2010-01-01,Central African Republic,434.51,526.0,,4386768.0,Africa,Global South,958.9204483,26.329833333333337
2009-01-01,Central African Republic,448.45,667.0,,4337625.0,Africa,Global South,916.1872831,26.510916666666663
2008-01-01,Central African Republic,461.79,456.0,,4273366.0,Africa,Global South,849.941448,25.968666666666667
2007-01-01,Central African Republic,471.11,578.0,,4198010.0,Africa,Global South,831.6077918,26.06783333333333
2006-01-01,Central African Republic,472.63,865.0,,4118069.0,Africa,Global South,789.2107919,26.205083333333334
2005-01-01,Central African Republic,472.1,668.0,45973.0,4038382.0,Africa,Global South,745.5728632,26.332166666666666
2004-01-01,Central African Republic,470.99,859.0,46869.0,3959875.0,Africa,Global South,730.748454,26.14
2003-01-01,Central African Republic,461.47,417.0,37896.0,3881181.0,Africa,Global South,684.9566262,26.01483333333334
2002-01-01,Central African Republic,454.36,,43093.0,3802128.0,Africa,Global South,725.6150247,25.81941666666667
2001-01-01,Central African Republic,456.57,535.0,39164.0,3722018.0,Africa,Global South,704.2221645,25.710166666666666
2000-01-01,Central African Republic,458.76,439.0,33411.0,3640427.0,Africa,Global South,674.4397401,25.613333333333333
2013-01-01,Chad,179.35,1881.0,754565.0,13220424.0,Africa,Global South,1569.059772,28.356
2012-01-01,Chad,195.34,1359.0,7710.0,12784750.0,Africa,Global South,1730.793693,27.701166666666666
2011-01-01,Chad,210.48,1220.0,181126.0,12360989.0,Africa,Global South,1797.74936,27.78483333333334
2010-01-01,Chad,225.94,886.0,200448.0,11952136.0,Africa,Global South,1819.694767,28.6965
2009-01-01,Chad,222.91,221.0,,11560147.0,Africa,Global South,1637.803633,28.324250000000003
2008-01-01,Chad,215.1,1018.0,47757.0,11183588.0,Africa,Global South,1612.145643,27.702499999999997
2007-01-01,Chad,210.71,617.0,48288.0,10818024.0,Africa,Global South,1586.396205,27.860166666666668
2006-01-01,Chad,205.63,837.0,45155.0,10457124.0,Africa,Global South,1547.584763,28.048
2005-01-01,Chad,198.92,558.0,31668.0,10096633.0,Africa,Global South,1545.738953,28.211249999999996
2004-01-01,Chad,195.46,13.0,1360.0,9734767.0,Africa,Global South,1325.095284,28.017416666666673
2003-01-01,Chad,203.94,1021.0,45195.0,9373916.0,Africa,Global South,1002.795037,27.878083333333333
2002-01-01,Chad,211.38,98.0,43933.0,9019233.0,Africa,Global South,891.9220304,27.772833333333335
2001-01-01,Chad,244.99,957.0,38287.0,8678051.0,Africa,Global South,841.1317012,27.635250000000003
2000-01-01,Chad,241.79,712.0,40078.0,8355654.0,Africa,Global South,765.5832569,27.447833333333335
2013-01-01,China,0.0,0.0,86.0,1357380000.0,Asia & Pacific,Global South,11923.75262,9.295
2012-01-01,China,0.0,0.0,244.0,1350695000.0,Asia & Pacific,Global South,11197.59694,7.077083333333332
2011-01-01,China,0.01,33.0,3367.0,1344130000.0,Asia & Pacific,Global South,10299.87069,7.357083333333333
2010-01-01,China,0.01,19.0,4990.0,1337705000.0,Asia & Pacific,Global South,9253.765188,7.548416666666665
2009-01-01,China,0.02,10.0,9287.0,1331260000.0,Asia & Pacific,Global South,8307.849519,7.8095
2008-01-01,China,0.03,23.0,16650.0,1324655000.0,Asia & Pacific,Global South,7574.224455,7.566083333333335
2007-01-01,China,0.05,18.0,29304.0,1317885000.0,Asia & Pacific,Global South,6810.6039,8.12675
