Year,Country,Incidence,Deaths,Confirmed Cases,Total Population,Region,Global South,GDPpcPPP,AverageTemperature
2006-01-01,South Africa,2.49,87.0,12098.0,48489459.0,Africa,Global South,10518.41863,17.5975
2005-01-01,South Africa,1.62,63.0,7755.0,47880601.0,Africa,Global South,9790.637244,18.21791666666667
2004-01-01,South Africa,2.83,88.0,13399.0,47291610.0,Africa,Global South,9131.268581,18.082833333333337
2003-01-01,South Africa,2.88,142.0,13459.0,46719196.0,Africa,Global South,8608.736171,18.261666666666667
2002-01-01,South Africa,3.39,96.0,15649.0,46150913.0,Africa,Global South,8310.759384,17.949416666666668
2001-01-01,South Africa,5.82,81.0,26506.0,45571274.0,Africa,Global South,7989.759965,17.86791666666667
2000-01-01,South Africa,4.23,424.0,,44967708.0,Africa,Global South,7714.908384,17.585583333333332
2013-01-01,Sri Lanka,0.0,0.0,0.0,20585000.0,Asia & Pacific,Global South,10852.06404,28.175124999999998
2012-01-01,Sri Lanka,0.0,0.0,23.0,20425000.0,Asia & Pacific,Global South,10315.18025,27.949833333333334
2011-01-01,Sri Lanka,0.03,0.0,124.0,20398670.0,Asia & Pacific,Global South,9007.657363,27.66916666666667
2010-01-01,Sri Lanka,0.15,0.0,684.0,20261737.0,Asia & Pacific,Global South,8194.269658,27.883499999999998
2009-01-01,Sri Lanka,0.11,0.0,531.0,20123508.0,Asia & Pacific,Global South,7550.294888,27.74541666666667
2008-01-01,Sri Lanka,0.14,0.0,649.0,19983984.0,Asia & Pacific,Global South,7287.585222,27.44116666666667
2007-01-01,Sri Lanka,0.04,1.0,198.0,19842044.0,Asia & Pacific,Global South,6795.344797,27.5565
2006-01-01,Sri Lanka,0.13,1.0,591.0,19695972.0,Asia & Pacific,Global South,6242.373143,27.572
2005-01-01,Sri Lanka,0.36,0.0,1640.0,19544988.0,Asia & Pacific,Global South,5670.955129,27.723833333333335
2004-01-01,Sri Lanka,0.83,1.0,3720.0,19387153.0,Asia & Pacific,Global South,5218.681236,27.60633333333333
2003-01-01,Sri Lanka,2.38,4.0,10510.0,19224037.0,Asia & Pacific,Global South,4860.337881,27.797416666666667
2002-01-01,Sri Lanka,9.45,30.0,41411.0,19062482.0,Asia & Pacific,Global South,4542.33594,27.79591666666667
2001-01-01,Sri Lanka,15.29,52.0,66522.0,18911730.0,Asia & Pacific,Global South,4335.367214,27.663083333333333
2000-01-01,Sri Lanka,48.63,77.0,210039.0,18777601.0,Asia & Pacific,Global South,4339.68402,27.469750000000005
2013-01-01,Sudan,31.45,685.0,592383.0,37072550.0,Arab States,Global South,4189.448778,28.572000000000003
2012-01-01,Sudan,30.16,618.0,526931.0,36193783.0,Arab States,Global South,4102.80843,27.868499999999997
2011-01-01,Sudan,29.97,612.0,506806.0,35349681.0,Arab States,Global South,3673.486902,27.80758333333333
2010-01-01,Sudan,30.66,1023.0,720557.0,34545013.0,Arab States,Global South,3168.551784,28.647666666666666
2009-01-01,Sudan,32.29,1142.0,711462.0,33783788.0,Arab States,Global South,3225.055192,28.347916666666666
2008-01-01,Sudan,35.05,1125.0,569296.0,33060837.0,Arab States,Global South,3183.836948,27.841499999999996
2007-01-01,Sudan,41.08,1254.0,686908.0,32360621.0,Arab States,Global South,2976.974773,27.647499999999997
2006-01-01,Sudan,46.69,1193.0,721233.0,31661823.0,Arab States,Global South,2672.271792,27.729416666666665
2005-01-01,Sudan,49.59,1789.0,628417.0,30949516.0,Arab States,Global South,2422.966783,28.032833333333333
2004-01-01,Sudan,52.43,1814.0,537899.0,30214193.0,Arab States,Global South,2247.833136,27.893333333333334
2003-01-01,Sudan,58.1,2479.0,933267.0,29460519.0,Arab States,Global South,2166.786587,27.85375
2002-01-01,Sudan,63.33,2125.0,280550.0,28704778.0,Arab States,Global South,2030.524527,27.905416666666664
2001-01-01,Sudan,83.81,2252.0,203491.0,27971082.0,Arab States,Global South,1931.347003,27.72583333333333
2000-01-01,Sudan,89.05,2162.0,368557.0,27275015.0,Arab States,Global South,1824.609909,27.45658333333333
2013-01-01,Suriname,9.02,1.0,729.0,547295.0,South/Latin America,Global South,16815.11043,26.95725
2012-01-01,Suriname,6.93,0.0,356.0,541247.0,South/Latin America,Global South,15785.12357,27.18941666666666
2011-01-01,Suriname,9.75,1.0,771.0,535177.0,South/Latin America,Global South,14475.07261,27.060499999999994
2010-01-01,Suriname,23.33,1.0,1712.0,529126.0,South/Latin America,Global South,13548.53322,27.412583333333334
2009-01-01,Suriname,30.8,0.0,2380.0,523113.0,South/Latin America,Global South,12880.64129,27.233083333333337
2008-01-01,Suriname,35.47,0.0,2709.0,517122.0,South/Latin America,Global South,12552.97651,26.919500000000003
2007-01-01,Suriname,23.06,1.0,1741.0,511181.0,South/Latin America,Global South,11960.9798,26.90858333333333
2006-01-01,Suriname,44.07,1.0,3289.0,505292.0,South/Latin America,Global South,11210.79569,27.045666666666673
2005-01-01,Suriname,123.78,1.0,9131.0,499461.0,South/Latin America,Global South,10405.67872,27.48391666666667
2004-01-01,Suriname,114.9,7.0,8378.0,493680.0,South/Latin America,Global South,9769.865049,27.150333333333336
2003-01-01,Suriname,152.38,18.0,10982.0,487938.0,South/Latin America,Global South,8871.605225,27.19558333333333
2002-01-01,Suriname,180.23,15.0,12837.0,482228.0,South/Latin America,Global South,8290.67477,26.903916666666664
2001-01-01,Suriname,227.35,23.0,16003.0,476574.0,South/Latin America,Global South,8033.468455,26.804083333333335
2000-01-01,Suriname,163.33,24.0,11361.0,470944.0,South/Latin America,Global South,7634.375101,26.58608333333333
2013-01-01,Tajikistan,0.0,0.0,3.0,8059769.0,Asia & Pacific,Global South,3027.81901,6.562625000000001
2012-01-01,Tajikistan,0.01,0.0,18.0,7874835.0,Asia & Pacific,Global South,2750.356111,4.337583333333333
2011-01-01,Tajikistan,0.03,0.0,65.0,7697510.0,Asia & Pacific,Global South,2496.581231,5.351583333333333
2010-01-01,Tajikistan,0.04,0.0,111.0,7527394.0,Asia & Pacific,Global South,2328.444563,5.5640833333333335
2009-01-01,Tajikistan,0.07,0.0,164.0,7364753.0,Asia & Pacific,Global South,2208.447453,5.096916666666666
2008-01-01,Tajikistan,0.13,0.0,318.0,7209930.0,Asia & Pacific,Global South,2154.916175,5.174666666666666
2007-01-01,Tajikistan,0.27,0.0,635.0,7062672.0,Asia & Pacific,Global South,1999.687247,5.441166666666668
2006-01-01,Tajikistan,0.58,0.0,1344.0,6922587.0,Asia & Pacific,Global South,1843.707963,5.531333333333333
2005-01-01,Tajikistan,1.02,0.0,2309.0,6789321.0,Asia & Pacific,Global South,1704.535656,5.184500000000001
2004-01-01,Tajikistan,1.61,0.0,3588.0,6662389.0,Asia & Pacific,Global South,1579.5858,5.8380833333333335
2003-01-01,Tajikistan,2.48,0.0,5428.0,6541547.0,Asia & Pacific,Global South,1419.393195,4.8901666666666666
2002-01-01,Tajikistan,2.87,0.0,6160.0,6426867.0,Asia & Pacific,Global South,1278.643314,5.29125
2001-01-01,Tajikistan,5.4,0.0,11387.0,6318513.0,Asia & Pacific,Global South,1155.127276,5.718166666666666
2000-01-01,Tajikistan,9.18,0.0,19064.0,6216341.0,Asia & Pacific,Global South,1048.461111,5.3925833333333335
2013-01-01,Thailand,2.58,47.0,33302.0,68144501.0,Asia & Pacific,Global South,15407.66947,27.864874999999998
2012-01-01,Thailand,2.53,37.0,32569.0,67835957.0,Asia & Pacific,Global South,14870.97818,27.288999999999998
2011-01-01,Thailand,1.94,43.0,24897.0,67518382.0,Asia & Pacific,Global South,13519.12842,26.25166666666667
2010-01-01,Thailand,2.55,80.0,32480.0,67195028.0,Asia & Pacific,Global South,13195.37188,27.389666666666667
2009-01-01,Thailand,2.81,70.0,29462.0,66866839.0,Asia & Pacific,Global South,12191.41348,26.648083333333336
2008-01-01,Thailand,2.45,101.0,28569.0,66530984.0,Asia & Pacific,Global South,12244.8182,26.221999999999998
2007-01-01,Thailand,2.64,97.0,33178.0,66182067.0,Asia & Pacific,Global South,11869.67391,26.636916666666668
2006-01-01,Thailand,2.43,113.0,30294.0,65812536.0,Asia & Pacific,Global South,11024.84888,26.744833333333332
2005-01-01,Thailand,2.4,161.0,29782.0,65416189.0,Asia & Pacific,Global South,10256.33483,26.83316666666667
2004-01-01,Thailand,2.16,230.0,26690.0,64995299.0,Asia & Pacific,Global South,9608.546286,26.5
2003-01-01,Thailand,3.05,204.0,37355.0,64549866.0,Asia & Pacific,Global South,8863.741036,26.649
2002-01-01,Thailand,3.66,361.0,44555.0,64069087.0,Asia & Pacific,Global South,8179.398684,26.786083333333334
2001-01-01,Thailand,5.27,424.0,63528.0,63539196.0,Asia & Pacific,Global South,7648.854449,26.679833333333335
2000-01-01,Thailand,6.58,625.0,78561.0,62952642.0,Asia & Pacific,Global South,7302.891417,26.302166666666665
2013-01-01,Togo,385.39,1361.0,882430.0,6954721.0,Africa,Global South,1275.325318,27.718
2012-01-01,Togo,349.7,1197.0,697374.0,6773807.0,Africa,Global South,1227.156159,27.419916666666662
2011-01-01,Togo,313.4,1314.0,519450.0,6595943.0,Africa,Global South,1210.142114,27.772000000000002
2010-01-01,Togo,308.88,1507.0,617101.0,6421679.0,Africa,Global South,1144.331515,28.059416666666664
2009-01-01,Togo,326.88,1556.0,391338.0,6250835.0,Africa,Global South,1095.263723,27.710333333333335
2008-01-01,Togo,379.9,2663.0,344862.0,6083420.0,Africa,Global South,1058.28382,27.46491666666667
2007-01-01,Togo,434.49,1236.0,221110.0,5920359.0,Africa,Global South,1025.043274,27.863833333333332
2006-01-01,Togo,460.07,819.0,,5762880.0,Africa,Global South,1037.700332,27.768499999999992
2005-01-01,Togo,470.38,1024.0,,5611640.0,Africa,Global South,1007.661153,27.76666666666667
2004-01-01,Togo,466.23,1183.0,,5467766.0,Africa,Global South,1052.025686,27.53491666666667
2003-01-01,Togo,451.14,1130.0,,5330639.0,Africa,Global South,1061.184032,27.666750000000004
2002-01-01,Togo,440.31,1661.0,,5197031.0,Africa,Global South,1001.329176,27.497250000000005
2001-01-01,Togo,439.86,1394.0,,5062567.0,Africa,Global South,974.6235946,27.410500000000003
2000-01-01,Togo,442.02,,,4924402.0,Africa,Global South,972.4555159,27.44241666666667
2013-01-01,Turkey,0.0,3.0,0.0,75928564.0,Europe,Global North,22437.79517,14.026625
2012-01-01,Turkey,0.0,0.0,0.0,74653016.0,Europe,Global North,20771.95079,12.854416666666667
2011-01-01,Turkey,0.0,4.0,0.0,73443863.0,Europe,Global North,19798.9515,11.914500000000002
2010-01-01,Turkey,0.0,0.0,0.0,72326988.0,Europe,Global North,17555.58965,14.281666666666665
2009-01-01,Turkey,0.01,1.0,38.0,71321399.0,Europe,Global North,15609.47313,12.814833333333334
2008-01-01,Turkey,0.04,3.0,166.0,70418604.0,Europe,Global North,16182.48235,12.657833333333334
2007-01-01,Turkey,0.07,1.0,313.0,69581848.0,Europe,Global North,14967.95278,12.815333333333333
2006-01-01,Turkey,0.18,0.0,796.0,68756810.0,Europe,Global North,13730.03839,12.450083333333332
2005-01-01,Turkey,0.47,0.0,2084.0,67903469.0,Europe,Global North,12003.84652,12.432916666666666
2004-01-01,Turkey,1.22,0.0,5302.0,67010930.0,Europe,Global North,10970.67036,12.310166666666667
2003-01-01,Turkey,2.15,0.0,9222.0,66089402.0,Europe,Global North,9689.92538,12.331333333333331
2002-01-01,Turkey,2.41,0.0,10224.0,65145367.0,Europe,Global North,9401.229885,12.339
2001-01-01,Turkey,2.59,0.0,10812.0,64192243.0,Europe,Global North,9284.257046,13.283249999999997
2000-01-01,Turkey,2.78,0.0,11432.0,63240194.0,Europe,Global North,9633.08799,12.201916666666664
2013-01-01,Turkmenistan,0.0,0.0,,5366375.0,Asia & Pacific,Global South,12739.18195,18.613500000000002
2012-01-01,Turkmenistan,0.0,0.0,,5267900.0,Asia & Pacific,Global South,12057.19597,15.855833333333335
2011-01-01,Turkmenistan,0.0,0.0,,5174085.0,Asia & Pacific,Global South,11294.94843,15.786166666666666
2010-01-01,Turkmenistan,0.0,0.0,0.0,5087213.0,Asia & Pacific,Global South,9810.608197,17.043833333333335
2009-01-01,Turkmenistan,0.0,0.0,0.0,5007954.0,Asia & Pacific,Global South,9021.142078,16.355416666666667
2008-01-01,Turkmenistan,0.0,0.0,0.0,4935767.0,Asia & Pacific,Global South,8561.572365,15.858083333333331
2007-01-01,Turkmenistan,0.0,0.0,0.0,4870141.0,Asia & Pacific,Global South,7420.560967,16.302083333333336
2006-01-01,Turkmenistan,0.0,0.0,1.0,4810109.0,Asia & Pacific,Global South,6588.036682,16.51
2005-01-01,Turkmenistan,0.0,0.0,1.0,4754646.0,Asia & Pacific,Global South,5829.435537,16.57916666666667
2004-01-01,Turkmenistan,0.0,0.0,3.0,4703401.0,Asia & Pacific,Global South,5055.939296,16.663833333333333
2003-01-01,Turkmenistan,0.0,0.0,7.0,4655743.0,Asia & Pacific,Global South,4736.923441,15.642416666666668
2002-01-01,Turkmenistan,0.0,0.0,18.0,4610005.0,Asia & Pacific,Global South,4548.031154,16.379583333333336
2001-01-01,Turkmenistan,0.0,0.0,8.0,4564083.0,Asia & Pacific,Global South,4510.659696,16.57383333333333
2000-01-01,Turkmenistan,0.01,0.0,24.0,4516133.0,Asia & Pacific,Global South,4275.009442,16.39816666666667
2013-01-01,Uganda,254.24,7277.0,1502362.0,35695246.0,Africa,Global South,2005.585022,24.024624999999997
2012-01-01,Uganda,331.77,6585.0,2662258.0,34559168.0,Africa,Global South,2005.206158,23.805666666666667
2011-01-01,Uganda,385.7,5958.0,231873.0,33476919.0,Africa,Global South,2249.731193,23.72675
2010-01-01,Uganda,417.35,8431.0,1581160.0,32428167.0,Africa,Global South,2079.653471,23.92233333333333
2009-01-01,Uganda,433.79,6296.0,1301337.0,31411096.0,Africa,Global South,2009.001916,24.04716666666667
2008-01-01,Uganda,410.46,2372.0,979298.0,30431736.0,Africa,Global South,1926.908102,23.49625
2007-01-01,Uganda,377.94,7003.0,1045378.0,29486338.0,Africa,Global South,1794.468711,23.4905
2006-01-01,Uganda,377.71,4252.0,867398.0,28571475.0,Africa,Global South,1663.537476,23.770083333333332
2005-01-01,Uganda,405.36,,1104310.0,27684585.0,Africa,Global South,1504.179175,24.029833333333332
2004-01-01,Uganda,457.23,,879032.0,26821297.0,Africa,Global South,1416.021737,23.811916666666665
2003-01-01,Uganda,492.1,,801784.0,25980552.0,Africa,Global South,1332.79436,23.843833333333333
2002-01-01,Uganda,508.39,,557159.0,25167257.0,Africa,Global South,1268.655784,23.830499999999997
2001-01-01,Uganda,516.34,,,24388968.0,Africa,Global South,1185.251196,23.405833333333334
2000-01-01,Uganda,495.25,,,23650172.0,Africa,Global South,1137.099015,23.560916666666667
2013-01-01,Uzbekistan,0.0,0.0,0.0,30243200.0,Asia & Pacific,Global South,5942.396759,16.18825
2012-01-01,Uzbekistan,0.0,0.0,0.0,29774500.0,Asia & Pacific,Global South,5712.824303,13.144166666666665
2011-01-01,Uzbekistan,0.0,0.0,0.0,29339400.0,Asia & Pacific,Global South,5489.078964,13.141083333333333
2010-01-01,Uzbekistan,0.0,0.0,3.0,28562400.0,Asia & Pacific,Global South,5124.122722,14.325916666666664
2009-01-01,Uzbekistan,0.0,0.0,0.0,27767400.0,Asia & Pacific,Global South,4842.245464,13.700333333333335
2008-01-01,Uzbekistan,0.0,0.0,7.0,27302800.0,Asia & Pacific,Global South,4523.223208,13.309
2007-01-01,Uzbekistan,0.02,1.0,30.0,26868000.0,Asia & Pacific,Global South,4135.335086,13.928333333333333
2006-01-01,Uzbekistan,0.04,0.0,73.0,26488250.0,Asia & Pacific,Global South,3731.413015,13.786250000000003
2005-01-01,Uzbekistan,0.06,0.0,102.0,26167000.0,Asia & Pacific,Global South,3412.029678,14.043999999999999
2004-01-01,Uzbekistan,0.04,0.0,66.0,25864350.0,Asia & Pacific,Global South,3130.132663,14.442000000000002
2003-01-01,Uzbekistan,0.04,0.0,74.0,25567650.0,Asia & Pacific,Global South,2869.680924,13.157666666666666
2002-01-01,Uzbekistan,0.04,0.0,74.0,25271850.0,Asia & Pacific,Global South,2734.591228,13.871916666666664
2001-01-01,Uzbekistan,0.04,0.0,77.0,24964450.0,Asia & Pacific,Global South,2621.01248,13.997999999999998
2000-01-01,Uzbekistan,0.07,0.0,126.0,24650400.0,Asia & Pacific,Global South,2493.602299,13.938833333333335
2013-01-01,Zambia,225.77,3548.0,,14926504.0,Africa,Global South,3578.858324,21.195999999999998
2012-01-01,Zambia,203.08,3705.0,,14465121.0,Africa,Global South,3422.626326,21.69775
2011-01-01,Zambia,186.7,4540.0,,14023193.0,Africa,Global South,3323.939045,21.77158333333333
2010-01-01,Zambia,177.02,4834.0,,13605984.0,Africa,Global South,3178.872797,22.2675
2009-01-01,Zambia,172.0,3862.0,,13215139.0,Africa,Global South,2933.131216,21.670250000000006
2008-01-01,Zambia,176.72,3781.0,,12848530.0,Africa,Global South,2741.245548,21.535833333333333
2007-01-01,Zambia,195.74,6183.0,,12502958.0,Africa,Global South,2563.944008,21.8385
2006-01-01,Zambia,222.52,6484.0,,12173514.0,Africa,Global South,2366.760172,21.784249999999997
2005-01-01,Zambia,255.89,7737.0,,11856247.0,Africa,Global South,2185.943628,22.8135
2004-01-01,Zambia,299.26,8289.0,,11550642.0,Africa,Global South,2029.174927,21.768083333333333
2003-01-01,Zambia,339.04,9178.0,,11256743.0,Africa,Global South,1894.349496,22.15675
2002-01-01,Zambia,363.85,9021.0,,10971698.0,Africa,Global South,1784.21566,22.292416666666668
2001-01-01,Zambia,391.1,9369.0,,10692193.0,Africa,Global South,1724.6357,21.80241666666667
2000-01-01,Zambia,385.65,,,10415944.0,Africa,Global South,1644.919437,21.55875
2013-01-01,Zimbabwe,81.95,352.0,422633.0,13350356.0,Africa,Global South,2560.777487,20.710749999999997
2012-01-01,Zimbabwe,57.22,351.0,276963.0,13115131.0,Africa,Global South,2375.930267,21.521333333333335
2011-01-01,Zimbabwe,70.68,451.0,319935.0,12894316.0,Africa,Global South,2101.825192,21.602416666666667
2010-01-01,Zimbabwe,109.43,255.0,249379.0,12697723.0,Africa,Global South,1830.828054,21.986250000000002
2009-01-01,Zimbabwe,90.5,108.0,114028.0,12526968.0,Africa,Global South,1532.821096,21.37725
2008-01-01,Zimbabwe,74.73,232.0,32788.0,12379549.0,Africa,Global South,1374.170003,21.545583333333337
2007-01-01,Zimbabwe,175.12,401.0,116518.0,12255922.0,Africa,Global South,1653.747246,21.604250000000004
2006-01-01,Zimbabwe,117.51,802.0,19702.0,12155491.0,Africa,Global South,1685.363083,21.618750000000002
2005-01-01,Zimbabwe,119.05,1916.0,18954.0,12076699.0,Africa,Global South,1705.569697,22.50991666666667
2004-01-01,Zimbabwe,120.18,1809.0,16990.0,12019912.0,Africa,Global South,1762.520502,21.330916666666663
2003-01-01,Zimbabwe,120.94,1044.0,,11982224.0,Africa,Global South,1827.866081,21.891250000000003
2002-01-01,Zimbabwe,121.5,1844.0,,11954290.0,Africa,Global South,2167.019758,22.081083333333336
2001-01-01,Zimbabwe,122.12,,,11923914.0,Africa,Global South,2347.49789,21.69366666666667
2000-01-01,Zimbabwe,123.0,,,11881477.0,Africa,Global South,2272.600322,21.149
